system_name,school_name,asian,black_or_african_american,american_indian_alaska_native,native_hawaiian_pacific_islander,white,two_or_more_races,hispanic_latino,year,total_enrollment_2022,econ_disadv,foster,gen_ed,homeless,migrant,military,swd,el,econ_disadv_pct_2022,foster_pct_2022,gen_ed_pct_2022,homeless_pct_2022,migrant_pct_2022,military_pct_2022,swd_pct_2022,el_pct_2022,asian_pct_2022,black_or_african_american_pct_2022,american_indian_alaska_native_pct_2022,native_hawaiian_pacific_islander_pct_2022,white_pct_2022,two_or_more_races_pct_2022,hispanic_latino_pct_2022,sum_pct_2022
Madison County,Monrovia Middle School,20,301,24,*,513,42,65,2022,968.0,191.0,,839.0,,,33.0,129.0,25.0,0.19731404958677687,,0.8667355371900827,,,0.03409090909090909,0.13326446280991736,0.025826446280991736,0.02066115702479339,0.3109504132231405,0.024793388429752067,,0.5299586776859504,0.04338842975206612,0.06714876033057851,
Lawrence County,Moulton Middle School,*,31,44,*,438,*,19,2022,536.0,288.0,,412.0,18.0,,,124.0,,0.5373134328358209,,0.7686567164179104,0.033582089552238806,,,0.23134328358208955,,,0.05783582089552239,0.08208955223880597,,0.8171641791044776,,0.03544776119402985,
Talladega County,Munford High School,*,91,*,*,290,*,*,2022,400.0,254.0,,336.0,,,,64.0,,0.635,,0.84,,,,0.16,,,0.2275,,,0.725,,,
St Clair County,Ragland High School,*,46,*,*,345,37,13,2022,441.0,342.0,,336.0,,,,105.0,,0.7755102040816326,,0.7619047619047619,,,,0.23809523809523808,,,0.10430839002267574,,,0.782312925170068,0.08390022675736962,0.02947845804988662,
Baldwin County,Rosinton School,*,*,*,*,280,19,14,2022,314.0,157.0,,240.0,,,,74.0,,0.5,,0.7643312101910829,,,,0.2356687898089172,,,,,,0.89171974522293,0.06050955414012739,0.044585987261146494,
Etowah County,Sardis High School,*,*,*,*,454,16,59,2022,537.0,211.0,,430.0,,,,107.0,,0.3929236499068901,,0.8007448789571695,,,,0.19925512104283055,,,,,,0.845437616387337,0.0297951582867784,0.10986964618249534,
Jackson County,Section High School,*,*,109,*,404,*,19,2022,541.0,207.0,,447.0,,,,94.0,,0.3826247689463956,,0.8262476894639557,,,,0.17375231053604437,,,,0.20147874306839186,,0.7467652495378928,,0.03512014787430684,
Dallas County,Southside High School,*,280,*,*,*,13,*,2022,297.0,246.0,,222.0,,,,75.0,,0.8282828282828283,,0.7474747474747475,,,,0.25252525252525254,,,0.9427609427609428,,,,0.04377104377104377,,
Blount County,Susan Moore High School,*,*,*,*,273,*,172,2022,458.0,287.0,,379.0,11.0,,23.0,79.0,28.0,0.6266375545851528,,0.8275109170305677,0.024017467248908297,,0.05021834061135371,0.17248908296943233,0.0611353711790393,,,,,0.5960698689956332,,0.37554585152838427,
Limestone County,Tanner High School,*,92,*,*,137,*,159,2022,401.0,243.0,,316.0,,,,85.0,52.0,0.6059850374064838,,0.7880299251870324,,,,0.2119700748129676,0.12967581047381546,,0.22942643391521197,,,0.341645885286783,,0.39650872817955113,
Selma City,The R.B.Hudson STEAM Academy,*,*,*,*,*,*,*,2022,366.0,293.0,,301.0,,,,65.0,,0.8005464480874317,,0.8224043715846995,,,,0.17759562841530055,,,,,,,,,
Bessemer City,Westhills Elementary School,*,*,*,*,*,*,22,2022,293.0,202.0,,266.0,,,,27.0,12.0,0.689419795221843,,0.9078498293515358,,,,0.09215017064846416,0.040955631399317405,,,,,,,0.07508532423208192,
Decatur City,Woodmeade Elementary School,*,90,*,*,68,42,134,2022,341.0,153.0,,285.0,,,,56.0,60.0,0.44868035190615835,,0.8357771260997068,,,,0.16422287390029325,0.17595307917888564,,0.26392961876832843,,,0.19941348973607037,0.12316715542521994,0.39296187683284456,
Blount County,Susan Moore Elementary School,*,*,*,*,334,*,239,2022,590.0,428.0,,443.0,,16.0,14.0,147.0,126.0,0.7254237288135593,,0.7508474576271187,,0.02711864406779661,0.023728813559322035,0.24915254237288137,0.2135593220338983,,,,,0.5661016949152542,,0.40508474576271186,
Limestone County,Tanner Elementary School,*,69,*,*,138,12,101,2022,324.0,190.0,,266.0,,,,58.0,75.0,0.5864197530864198,,0.8209876543209876,,,,0.17901234567901234,0.23148148148148148,,0.21296296296296297,,,0.42592592592592593,0.037037037037037035,0.3117283950617284,
Gadsden City,Floyd Elementary School,*,175,*,*,92,14,74,2022,361.0,321.0,,286.0,,,,75.0,39.0,0.889196675900277,,0.7922437673130194,,,,0.2077562326869806,0.10803324099722991,,0.48476454293628807,,,0.2548476454293629,0.038781163434903045,0.20498614958448755,
Tuscaloosa County,Huntington Place Elementary School,*,22,*,*,276,*,29,2022,333.0,67.0,,271.0,,,,62.0,17.0,0.2012012012012012,,0.8138138138138138,,,,0.18618618618618618,0.05105105105105105,,0.06606606606606606,,,0.8288288288288288,,0.08708708708708708,
Calhoun County,Ohatchee Elementary School,*,11,*,*,392,*,*,2022,423.0,225.0,,337.0,,,,86.0,,0.5319148936170213,,0.7966903073286052,,,,0.2033096926713948,,,0.026004728132387706,,,0.9267139479905437,,,
Etowah County,Sardis Middle School,*,*,*,*,326,20,35,2022,390.0,155.0,,310.0,,,,80.0,11.0,0.3974358974358974,,0.7948717948717948,,,,0.20512820512820512,0.028205128205128206,,,,,0.8358974358974359,0.05128205128205128,0.08974358974358974,
Tuscaloosa County,Lake View Elementary School,*,108,*,*,589,*,36,2022,742.0,205.0,,591.0,,,,151.0,14.0,0.27628032345013476,,0.7964959568733153,,,,0.20350404312668463,0.018867924528301886,,0.14555256064690028,,,0.793800539083558,,0.04851752021563342,
Limestone County,Alabama Connections Academy,71,2165,83,*,3693,147,364,2022,6532.0,4128.0,,5769.0,,,33.0,763.0,23.0,0.6319657072872015,,0.8831904470300062,,,0.005052051439069198,0.11680955296999387,0.0035211267605633804,0.010869565217391304,0.3314451928965095,0.012706674831598286,,0.5653704837721985,0.022504592774035517,0.05572565829761176,
Chambers County,Bob Harding-Shawmut Elementary,*,98,*,*,109,*,25,2022,242.0,107.0,,179.0,,,,63.0,,0.44214876033057854,,0.7396694214876033,,,,0.2603305785123967,,,0.4049586776859504,,,0.45041322314049587,,0.10330578512396695,
Montgomery County,Carver Senior High School,*,824,*,*,18,*,54,2022,899.0,645.0,,780.0,,,,119.0,23.0,0.7174638487208009,,0.8676307007786429,,,,0.13236929922135707,0.025583982202447165,,0.9165739710789766,,,0.020022246941045607,,0.060066740823136816,
Birmingham City,Christian School,*,526,*,*,*,*,28,2022,579.0,287.0,,528.0,,,,51.0,,0.49568221070811747,,0.9119170984455959,,,,0.08808290155440414,,,0.9084628670120898,,,,,0.04835924006908463,
Walker County,Lupton Junior High School,*,*,*,*,*,*,16,2022,412.0,250.0,,313.0,,,,99.0,,0.6067961165048543,,0.7597087378640777,,,,0.24029126213592233,,,,,,,,0.038834951456310676,
Tuscaloosa County,Matthews Elementary School,*,224,*,*,22,*,140,2022,391.0,335.0,,343.0,,,,48.0,107.0,0.8567774936061381,,0.8772378516624041,,,,0.12276214833759591,0.27365728900255754,,0.5728900255754475,,,0.056265984654731455,,0.35805626598465473,
Madison County,Monrovia Elementary School,15,175,13,*,232,28,33,2022,497.0,96.0,,420.0,,,13.0,77.0,20.0,0.193158953722334,,0.8450704225352113,,,0.026156941649899398,0.15492957746478872,0.04024144869215292,0.030181086519114688,0.352112676056338,0.026156941649899398,,0.46680080482897385,0.056338028169014086,0.06639839034205232,
Lawrence County,Mount Hope,*,*,14,*,92,*,*,2022,110.0,54.0,,81.0,12.0,,,29.0,,0.4909090909090909,,0.7363636363636363,0.10909090909090909,,,0.2636363636363636,,,,0.12727272727272726,,0.8363636363636363,,,
Calhoun County,Ohatchee High School,*,17,*,*,392,*,*,2022,419.0,182.0,,370.0,,,,49.0,,0.4343675417661098,,0.883054892601432,,,,0.11694510739856802,,,0.0405727923627685,,,0.9355608591885441,,,
DeKalb County,Plainview School,*,*,193,*,832,15,162,2022,1213.0,804.0,12.0,1044.0,23.0,,,169.0,76.0,0.6628194558944766,0.00989282769991756,0.8606760098928277,0.018961253091508656,,,0.1393239901071723,0.06265457543281121,,,0.15910964550700743,,0.6859027205276175,0.01236603462489695,0.13355317394888705,
Dothan City,Selma Street Elementary School,*,287,*,*,77,*,57,2022,436.0,392.0,,345.0,,,,91.0,32.0,0.8990825688073395,,0.7912844036697247,,,,0.20871559633027523,0.07339449541284404,,0.658256880733945,,,0.17660550458715596,,0.13073394495412843,
Baldwin County,Silverhill School,*,24,*,*,261,34,125,2022,445.0,253.0,,365.0,,,16.0,80.0,101.0,0.5685393258426966,,0.8202247191011236,,,0.035955056179775284,0.1797752808988764,0.22696629213483147,,0.05393258426966292,,,0.5865168539325842,0.07640449438202247,0.2808988764044944,
Jackson County,Skyline High School,*,*,114,*,406,*,18,2022,543.0,239.0,,456.0,17.0,,,87.0,,0.44014732965009207,,0.8397790055248618,0.03130755064456722,,,0.16022099447513813,,,,0.20994475138121546,,0.7476979742173112,,0.03314917127071823,
Etowah County,Southside High School,25,45,*,*,614,21,36,2022,743.0,168.0,,638.0,,,,105.0,,0.22611036339165544,,0.8586810228802153,,,,0.14131897711978467,,0.033647375504710635,0.06056527590847914,,,0.8263795423956931,0.02826379542395693,0.04845222072678331,
St Clair County,Springville High School,*,49,*,*,669,19,19,2022,756.0,160.0,,613.0,13.0,,,143.0,,0.21164021164021163,,0.8108465608465608,0.017195767195767195,,,0.18915343915343916,,,0.06481481481481481,,,0.8849206349206349,0.02513227513227513,0.02513227513227513,
Dallas County,Tipton Durant Middle School,*,193,*,*,*,11,*,2022,208.0,172.0,,152.0,,,,56.0,,0.8269230769230769,,0.7307692307692307,,,,0.2692307692307692,,,0.9278846153846154,,,,0.052884615384615384,,
Lauderdale County,Waterloo High School,*,*,*,*,332,*,*,2022,353.0,212.0,,257.0,,,,96.0,,0.6005665722379604,,0.7280453257790368,,,,0.2719546742209632,,,,,,0.9405099150141643,,,
Phenix City,Westview Elementary School,*,287,*,*,25,19,17,2022,351.0,293.0,,299.0,,,,52.0,,0.8347578347578347,,0.8518518518518519,,,,0.14814814814814814,,,0.8176638176638177,,,0.07122507122507123,0.05413105413105413,0.04843304843304843,
Tuscaloosa City,Southview Elementary School,*,604,*,*,17,*,11,2022,645.0,413.0,,543.0,,,,102.0,,0.6403100775193798,,0.8418604651162791,,,,0.15813953488372093,,,0.9364341085271318,,,0.02635658914728682,,0.017054263565891473,
Mobile County,Breitling Elementary School,*,20,*,*,455,22,23,2022,524.0,209.0,,398.0,16.0,,15.0,126.0,,0.3988549618320611,,0.7595419847328244,0.030534351145038167,,0.02862595419847328,0.24045801526717558,,,0.03816793893129771,,,0.8683206106870229,0.04198473282442748,0.04389312977099236,
Huntsville City,Goldsmith-Schiffman Elementary,25,34,*,*,732,75,62,2022,930.0,55.0,,766.0,,,77.0,164.0,,0.05913978494623656,,0.8236559139784946,,,0.08279569892473118,0.17634408602150536,,0.026881720430107527,0.03655913978494624,,,0.7870967741935484,0.08064516129032258,0.06666666666666667,
Madison County,Lynn Fanning Elementary School,14,173,28,*,364,60,60,2022,699.0,205.0,,578.0,,,,121.0,17.0,0.2932761087267525,,0.82689556509299,,,,0.17310443490701002,0.024320457796852647,0.020028612303290415,0.2474964234620887,0.04005722460658083,,0.5207439198855508,0.08583690987124463,0.08583690987124463,
St Clair County,Springville Middle School,*,45,*,*,511,16,22,2022,597.0,176.0,,461.0,,,,136.0,,0.2948073701842546,,0.7721943048576214,,,,0.22780569514237856,,,0.07537688442211055,,,0.8559463986599665,0.02680067001675042,0.03685092127303183,
Jefferson County,Brookville Elementary School,*,59,*,*,68,*,26,2022,159.0,119.0,,130.0,,,,29.0,21.0,0.7484276729559748,,0.8176100628930818,,,,0.18238993710691823,0.1320754716981132,,0.3710691823899371,,,0.4276729559748428,,0.16352201257861634,
Dothan City,Dothan City Early Education Center,*,85,*,*,55,15,14,2022,177.0,106.0,,124.0,,,,53.0,,0.5988700564971752,,0.7005649717514124,,,,0.2994350282485876,,,0.480225988700565,,,0.3107344632768362,0.0847457627118644,0.07909604519774012,
Gadsden City,Gadsden City High School,19,586,*,*,397,*,257,2022,1268.0,828.0,,1014.0,14.0,,,254.0,88.0,0.6529968454258676,,0.7996845425867508,0.011041009463722398,,,0.20031545741324921,0.0694006309148265,0.01498422712933754,0.46214511041009465,,,0.31309148264984227,,0.20268138801261829,
Huntsville City,Hampton Cove Elementary,24,44,*,*,575,33,46,2022,726.0,35.0,,594.0,,,63.0,132.0,,0.048209366391184574,,0.8181818181818182,,,0.08677685950413223,0.18181818181818182,,0.03305785123966942,0.06060606060606061,,,0.7920110192837465,0.045454545454545456,0.06336088154269973,
Baldwin County,J Larry Newton School,*,18,*,*,607,61,85,2022,778.0,317.0,,646.0,,,23.0,132.0,45.0,0.4074550128534704,,0.8303341902313625,,,0.02956298200514139,0.16966580976863754,0.05784061696658098,,0.02313624678663239,,,0.7802056555269923,0.07840616966580977,0.10925449871465295,
Madison County,Mt Carmel Elementary School,*,103,32,*,376,42,52,2022,611.0,158.0,,502.0,,,,109.0,,0.25859247135842883,,0.8216039279869067,,,,0.1783960720130933,,,0.1685761047463175,0.05237315875613748,,0.6153846153846154,0.06873977086743044,0.0851063829787234,
Talladega County,Munford Middle School,*,64,*,*,216,*,14,2022,301.0,201.0,,254.0,,,,47.0,,0.6677740863787376,,0.8438538205980066,,,,0.15614617940199335,,,0.21262458471760798,,,0.717607973421927,,0.046511627906976744,
Etowah County,Southside Elementary School,*,11,*,*,485,18,20,2022,543.0,135.0,,457.0,,,,86.0,,0.24861878453038674,,0.8416206261510129,,,,0.15837937384898712,,,0.020257826887661142,,,0.8931860036832413,0.03314917127071823,0.03683241252302026,
St Clair County,Springville Elementary School,*,41,*,*,857,29,24,2022,959.0,273.0,,765.0,,,,194.0,,0.2846715328467153,,0.7977059436913452,,,,0.20229405630865485,,,0.04275286757038582,,,0.8936392075078207,0.03023983315954119,0.02502606882168926,
Jackson County,Stevenson Elementary School,*,29,20,*,211,*,56,2022,326.0,124.0,,267.0,,,,59.0,43.0,0.3803680981595092,,0.8190184049079755,,,,0.18098159509202455,0.13190184049079753,,0.08895705521472393,0.06134969325153374,,0.647239263803681,,0.17177914110429449,
Wilcox County,Wilcox Central High School,*,*,*,*,*,*,*,2022,453.0,341.0,,378.0,21.0,,,75.0,,0.7527593818984547,,0.8344370860927153,0.046357615894039736,,,0.16556291390728478,,,,,,,,,
Mobile County,Alma Bryant High School,110,169,*,*,1186,41,87,2022,1600.0,612.0,,1284.0,32.0,31.0,61.0,316.0,25.0,0.3825,,0.8025,0.02,0.019375,0.038125,0.1975,0.015625,0.06875,0.105625,,,0.74125,0.025625,0.054375,
St Clair County,Odenville Elementary School,*,45,*,*,362,25,26,2022,460.0,280.0,,347.0,,,,113.0,,0.6086956521739131,,0.7543478260869565,,,,0.24565217391304348,,,0.09782608695652174,,,0.7869565217391304,0.05434782608695652,0.05652173913043478,
Jefferson County,Bryan Elementary School,*,37,*,*,628,*,21,2022,699.0,127.0,,552.0,,,11.0,147.0,,0.18168812589413447,,0.7896995708154506,,,0.015736766809728183,0.21030042918454936,,,0.05293276108726753,,,0.8984263233190272,,0.030042918454935622,
Mobile County,Burns Middle School,24,498,*,*,171,33,65,2022,797.0,448.0,,573.0,56.0,,23.0,224.0,40.0,0.562107904642409,,0.7189460476787954,0.07026348808030113,,0.028858218318695106,0.2810539523212045,0.050188205771643665,0.030112923462986198,0.6248431618569636,,,0.21455457967377667,0.04140526976160602,0.08155583437892096,
Huntsville City,Hampton Cove Middle School,17,41,*,*,557,49,44,2022,715.0,26.0,,618.0,,,57.0,97.0,,0.03636363636363636,,0.8643356643356643,,,0.07972027972027972,0.13566433566433567,,0.023776223776223775,0.057342657342657345,,,0.779020979020979,0.06853146853146853,0.06153846153846154,
St Clair County,Odenville Middle School,*,109,*,*,383,29,28,2022,552.0,315.0,,412.0,,,,140.0,,0.5706521739130435,,0.7463768115942029,,,,0.2536231884057971,,,0.19746376811594202,,,0.6938405797101449,0.05253623188405797,0.050724637681159424,
St Clair County,Odenville Intermediate School,*,36,*,*,272,15,27,2022,352.0,204.0,,246.0,,,,106.0,,0.5795454545454546,,0.6988636363636364,,,,0.30113636363636365,,,0.10227272727272728,,,0.7727272727272727,0.04261363636363636,0.07670454545454546,
Montgomery County,Catoma Elementary School,*,62,*,*,17,*,111,2022,201.0,118.0,,175.0,,,,26.0,104.0,0.5870646766169154,,0.8706467661691543,,,,0.12935323383084577,0.5174129353233831,,0.30845771144278605,,,0.0845771144278607,,0.5522388059701493,
Huntsville City,Highlands Elementary School,*,314,*,*,24,15,43,2022,402.0,269.0,,353.0,,,12.0,49.0,35.0,0.6691542288557214,,0.8781094527363185,,,0.029850746268656716,0.12189054726368159,0.08706467661691543,,0.7810945273631841,,,0.05970149253731343,0.03731343283582089,0.10696517412935323,
Marshall County,Kate D Smith DAR High School,*,*,*,*,369,*,13,2022,397.0,111.0,,317.0,,,,80.0,,0.2795969773299748,,0.7984886649874056,,,,0.20151133501259447,,,,,,0.929471032745592,,0.0327455919395466,
Tuscaloosa City,Martin L King Jr Elementary School,*,*,*,*,*,*,24,2022,479.0,380.0,,392.0,27.0,,,87.0,23.0,0.7933194154488518,,0.8183716075156576,0.05636743215031315,,,0.18162839248434237,0.04801670146137787,,,,,,,0.05010438413361169,
Mobile County,Mary W Burroughs Elementary School,*,279,*,*,67,26,25,2022,404.0,305.0,,327.0,17.0,,,77.0,,0.754950495049505,,0.8094059405940595,0.04207920792079208,,,0.1905940594059406,,,0.6905940594059405,,,0.16584158415841585,0.06435643564356436,0.06188118811881188,
Tuscaloosa County,Myrtlewood Elementary School,*,82,*,*,167,*,*,2022,260.0,132.0,,197.0,,,,63.0,,0.5076923076923077,,0.7576923076923077,,,,0.2423076923076923,,,0.3153846153846154,,,0.6423076923076924,,,
Colbert County,New Bethel Elementary School,*,*,*,*,*,*,*,2022,165.0,85.0,,136.0,,,,29.0,,0.5151515151515151,,0.8242424242424242,,,,0.17575757575757575,,,,,,,,,
Madison County,New Hope High School,*,34,59,*,401,17,25,2022,538.0,212.0,,432.0,,,,106.0,,0.3940520446096654,,0.8029739776951673,,,,0.1970260223048327,,,0.06319702602230483,0.10966542750929369,,0.7453531598513011,0.031598513011152414,0.046468401486988845,
Calhoun County,Pleasant Valley Elementary School,*,*,*,*,471,*,*,2022,492.0,209.0,,401.0,20.0,,,91.0,,0.4247967479674797,,0.8150406504065041,0.04065040650406504,,,0.18495934959349594,,,,,,0.9573170731707317,,,
DeKalb County,Ruhuma Junior High School,*,*,37,*,116,*,*,2022,163.0,83.0,,119.0,,,,44.0,,0.50920245398773,,0.7300613496932515,,,,0.26993865030674846,,,,0.22699386503067484,,0.7116564417177914,,,
St Clair County,Saint Clair County High School,*,93,*,*,459,15,19,2022,592.0,262.0,,472.0,,,,120.0,,0.44256756756756754,,0.7972972972972973,,,,0.20270270270270271,,,0.1570945945945946,,,0.7753378378378378,0.02533783783783784,0.03209459459459459,
Gadsden City,Sansom Middle School,*,120,*,*,169,*,53,2022,351.0,250.0,,265.0,,,,86.0,22.0,0.7122507122507122,,0.7549857549857549,,,,0.245014245014245,0.06267806267806268,,0.3418803418803419,,,0.48148148148148145,,0.150997150997151,
Baldwin County,Spanish Fort Elementary School,*,63,*,*,521,48,35,2022,674.0,144.0,,574.0,,,35.0,100.0,16.0,0.21364985163204747,,0.8516320474777448,,,0.05192878338278932,0.14836795252225518,0.02373887240356083,,0.09347181008902077,,,0.7729970326409495,0.0712166172106825,0.05192878338278932,
Morgan County,Sparkman Elementary School,*,*,*,*,116,11,*,2022,141.0,95.0,,95.0,,,,46.0,,0.6737588652482269,,0.6737588652482269,,,,0.3262411347517731,,,,,,0.8226950354609929,0.07801418439716312,,
Lawrence County,Speake,*,14,*,*,143,*,17,2022,183.0,111.0,,135.0,,,,48.0,,0.6065573770491803,,0.7377049180327869,,,,0.26229508196721313,,,0.07650273224043716,,,0.7814207650273224,,0.09289617486338798,
Jackson County,Stevenson Middle School,*,32,39,*,147,*,37,2022,256.0,94.0,,201.0,,,,55.0,21.0,0.3671875,,0.78515625,,,,0.21484375,0.08203125,,0.125,0.15234375,,0.57421875,,0.14453125,
Chambers County,Valley High School,*,270,*,*,316,*,28,2022,625.0,192.0,,481.0,,,,144.0,,0.3072,,0.7696,,,,0.2304,,,0.432,,,0.5056,,0.0448,
Vestavia Hills City,Vestavia Hills Elementary Cahaba Heights,21,20,*,*,380,24,19,2022,464.0,32.0,,347.0,,,,117.0,20.0,0.06896551724137931,,0.7478448275862069,,,,0.2521551724137931,0.04310344827586207,0.04525862068965517,0.04310344827586207,,,0.8189655172413793,0.05172413793103448,0.040948275862068964,
Cullman County,Vinemont High School,*,*,*,*,*,*,33,2022,327.0,102.0,,248.0,,,,79.0,,0.3119266055045872,,0.7584097859327217,,,,0.2415902140672783,,,,,,,,0.10091743119266056,
Etowah County,West End Elementary School,*,*,*,*,325,*,25,2022,368.0,228.0,,299.0,,,,69.0,,0.6195652173913043,,0.8125,,,,0.1875,,,,,,0.8831521739130435,,0.06793478260869565,
Limestone County,West Limestone High School,*,27,*,*,559,13,110,2022,720.0,303.0,,583.0,,,12.0,137.0,35.0,0.42083333333333334,,0.8097222222222222,,,0.016666666666666666,0.19027777777777777,0.04861111111111111,,0.0375,,,0.7763888888888889,0.018055555555555554,0.1527777777777778,
Lauderdale County,Wilson High School,*,*,*,*,1227,*,16,2022,1269.0,685.0,,1016.0,,,13.0,253.0,,0.5397951142631994,,0.8006304176516943,,,0.01024428684003152,0.19936958234830576,,,,,,0.966903073286052,,0.01260835303388495,
Jefferson County,Bryant Park Elementary,*,483,*,*,70,18,48,2022,627.0,444.0,,524.0,,,,103.0,32.0,0.7081339712918661,,0.835725677830941,,,,0.16427432216905902,0.051036682615629984,,0.7703349282296651,,,0.11164274322169059,0.028708133971291867,0.07655502392344497,
Madison County,New Hope Elementary School,*,20,64,*,458,21,26,2022,592.0,238.0,,466.0,,,,126.0,,0.40202702702702703,,0.7871621621621622,,,,0.21283783783783783,,,0.033783783783783786,0.10810810810810811,,0.7736486486486487,0.03547297297297297,0.04391891891891892,
Cullman County,Vinemont Elementary School,*,*,*,*,390,*,39,2022,441.0,186.0,,328.0,,,,113.0,11.0,0.4217687074829932,,0.7437641723356009,,,,0.2562358276643991,0.024943310657596373,,,,,0.8843537414965986,,0.08843537414965986,
Baldwin County,Spanish Fort Middle School,20,67,*,*,710,55,52,2022,907.0,147.0,,764.0,,,34.0,143.0,13.0,0.16207276736493936,,0.8423373759647188,,,0.037486218302094816,0.15766262403528114,0.014332965821389196,0.022050716648291068,0.07386990077177508,,,0.782800441014333,0.06063947078280044,0.05733186328555678,
Cullman County,Vinemont Middle School,*,*,*,*,*,*,33,2022,261.0,96.0,,199.0,,,,62.0,13.0,0.367816091954023,,0.7624521072796935,,,,0.23754789272030652,0.04980842911877394,,,,,,,0.12643678160919541,
Marshall County,Kate Duncan Smith DAR Middle,*,*,*,*,327,*,16,2022,359.0,112.0,,263.0,,,,96.0,,0.31197771587743733,,0.7325905292479109,,,,0.26740947075208915,,,,,,0.9108635097493036,,0.04456824512534819,
Marshall County,Kate D Smith DAR Elementary School,*,*,*,*,523,11,25,2022,572.0,212.0,,460.0,16.0,,,112.0,,0.3706293706293706,,0.8041958041958042,0.027972027972027972,,,0.1958041958041958,,,,,,0.9143356643356644,0.019230769230769232,0.043706293706293704,
Morgan County,Priceville Elementary School,12,17,*,*,615,15,35,2022,698.0,178.0,,596.0,,,,102.0,11.0,0.25501432664756446,,0.8538681948424068,,,,0.14613180515759314,0.015759312320916905,0.017191977077363897,0.024355300859598854,,,0.8810888252148997,0.02148997134670487,0.050143266475644696,
Baldwin County,Spanish Fort High School,16,79,*,*,926,72,69,2022,1164.0,163.0,,958.0,,,21.0,206.0,,0.1400343642611684,,0.8230240549828178,,,0.01804123711340206,0.17697594501718214,,0.013745704467353952,0.06786941580756013,,,0.7955326460481099,0.061855670103092786,0.059278350515463915,
Morgan County,Priceville Junior High School,*,16,*,*,446,*,23,2022,505.0,119.0,,408.0,,,,97.0,,0.23564356435643563,,0.807920792079208,,,,0.19207920792079208,,,0.031683168316831684,,,0.8831683168316832,,0.04554455445544554,
Mobile County,Calcedeaver Elementary School,*,*,123,*,44,35,*,2022,217.0,146.0,,187.0,,,,30.0,,0.6728110599078341,,0.8617511520737328,,,,0.1382488479262673,,,,0.5668202764976958,,0.20276497695852536,0.16129032258064516,,
Montgomery County,Childrens Center,*,57,*,*,23,*,*,2022,88.0,42.0,,,,,,86.0,,0.4772727272727273,,,,,,0.9772727272727273,,,0.6477272727272727,,,0.26136363636363635,,,
Dothan City,Faine Elementary School,*,388,*,*,*,*,*,2022,409.0,392.0,,302.0,,,,107.0,,0.9584352078239609,,0.7383863080684596,,,,0.2616136919315403,,,0.9486552567237164,,,,,,
Madison County,New Market School,*,25,60,*,236,20,19,2022,361.0,132.0,,294.0,,,,67.0,,0.3656509695290859,,0.814404432132964,,,,0.18559556786703602,,,0.06925207756232687,0.16620498614958448,,0.6537396121883656,0.055401662049861494,0.05263157894736842,
Pelham City,Pelham Ridge,16,164,*,*,349,37,250,2022,819.0,169.0,,675.0,,,,144.0,166.0,0.20634920634920634,,0.8241758241758241,,,,0.17582417582417584,0.2026862026862027,0.019536019536019536,0.20024420024420025,,,0.4261294261294261,0.045177045177045176,0.3052503052503053,
Morgan County,Priceville High School,14,11,*,*,412,*,26,2022,469.0,79.0,,413.0,,,,56.0,,0.16844349680170576,,0.8805970149253731,,,,0.11940298507462686,,0.029850746268656716,0.023454157782515993,,,0.8784648187633263,,0.05543710021321962,
Calhoun County,Saks Elementary School,*,186,*,*,231,14,34,2022,472.0,385.0,,370.0,,,13.0,102.0,19.0,0.815677966101695,,0.7838983050847458,,,0.02754237288135593,0.21610169491525424,0.04025423728813559,,0.3940677966101695,,,0.4894067796610169,0.029661016949152543,0.07203389830508475,
Baldwin County,Stapleton School,*,*,*,*,168,14,*,2022,193.0,97.0,,149.0,,,,44.0,,0.5025906735751295,,0.772020725388601,,,,0.22797927461139897,,,,,,0.8704663212435233,0.07253886010362694,,
St Clair County,Steele Junior High School,*,*,*,*,*,*,15,2022,130.0,90.0,,99.0,,,,31.0,,0.6923076923076923,,0.7615384615384615,,,,0.23846153846153847,,,,,,,,0.11538461538461539,
DeKalb County,Sylvania School,*,*,159,*,534,*,140,2022,850.0,510.0,,670.0,21.0,,,180.0,61.0,0.6,,0.788235294117647,0.024705882352941175,,,0.21176470588235294,0.07176470588235294,,,0.18705882352941178,,0.6282352941176471,,0.16470588235294117,
Dallas County,Valley Grande Elementary School,*,194,*,*,136,18,*,2022,360.0,208.0,,305.0,,,,55.0,,0.5777777777777777,,0.8472222222222222,,,,0.1527777777777778,,,0.5388888888888889,,,0.37777777777777777,0.05,,
Chambers County,W F Burns Middle School,*,254,*,*,272,*,21,2022,555.0,242.0,,413.0,,,,142.0,,0.436036036036036,,0.7441441441441441,,,,0.25585585585585585,,,0.45765765765765765,,,0.4900900900900901,,0.03783783783783784,
Cullman County,Welti Elementary School,*,*,*,*,*,*,18,2022,190.0,104.0,,135.0,,,,55.0,,0.5473684210526316,,0.7105263157894737,,,,0.2894736842105263,,,,,,,,0.09473684210526316,
Etowah County,West End High School,*,*,*,*,313,16,22,2022,356.0,203.0,,269.0,,,,87.0,,0.5702247191011236,,0.7556179775280899,,,,0.2443820224719101,,,,,,0.8792134831460674,0.0449438202247191,0.06179775280898876,
Jackson County,Woodville High School,*,11,48,*,394,*,13,2022,472.0,163.0,,340.0,,,,132.0,,0.3453389830508475,,0.7203389830508474,,,,0.2796610169491525,,,0.023305084745762712,0.1016949152542373,,0.8347457627118644,,0.02754237288135593,
